CAMPUS LUIZ MENEGUEL
CURSO: ;Ciência  da Computação  - Integral  - 28 Vagas
033598;553;DESCLASSIFICADO
027929;553;DESCLASSIFICADO
027675;553;DESCLASSIFICADO
022334;553;DESCLASSIFICADO
022260;553;DESCLASSIFICADO
022006;553;DESCLASSIFICADO
010668;553;DESCLASSIFICADO
085958;552;DESCLASSIFICADO
076360;552;DESCLASSIFICADO
074342;552;DESCLASSIFICADO
022311;552;DESCLASSIFICADO
072799;551;DESCLASSIFICADO
033116;551;DESCLASSIFICADO
027447;551;DESCLASSIFICADO
087890;548;DESCLASSIFICADO
083961;548;DESCLASSIFICADO
078098;548;DESCLASSIFICADO
076394;548;DESCLASSIFICADO
076382;548;DESCLASSIFICADO
076188;548;DESCLASSIFICADO
074376;548;DESCLASSIFICADO
074364;548;DESCLASSIFICADO
074170;548;DESCLASSIFICADO
050678;548;DESCLASSIFICADO
045021;548;DESCLASSIFICADO
033671;548;DESCLASSIFICADO
033168;548;DESCLASSIFICADO
027808;548;DESCLASSIFICADO
027499;548;DESCLASSIFICADO
022333;548;DESCLASSIFICADO
022139;548;DESCLASSIFICADO
021830;548;DESCLASSIFICADO
016470;548;DESCLASSIFICADO
016161;548;DESCLASSIFICADO
094242;547;DESCLASSIFICADO
084644;547;DESCLASSIFICADO
076055;547;DESCLASSIFICADO
067058;547;DESCLASSIFICADO
033344;547;DESCLASSIFICADO
027375;547;DESCLASSIFICADO
027265;547;DESCLASSIFICADO
021706;547;DESCLASSIFICADO
016337;547;DESCLASSIFICADO
015927;547;DESCLASSIFICADO
010368;547;DESCLASSIFICADO
094303;546;DESCLASSIFICADO
084705;546;DESCLASSIFICADO
078026;546;DESCLASSIFICADO
074098;546;DESCLASSIFICADO
039074;546;DESCLASSIFICADO
033405;546;DESCLASSIFICADO
027736;546;DESCLASSIFICADO
027384;546;DESCLASSIFICADO
022067;546;DESCLASSIFICADO
021715;546;DESCLASSIFICADO
016398;546;DESCLASSIFICADO
010377;546;DESCLASSIFICADO
004708;546;DESCLASSIFICADO
094442;545;DESCLASSIFICADO
094410;545;DESCLASSIFICADO
085853;545;DESCLASSIFICADO
085821;545;DESCLASSIFICADO
083834;545;DESCLASSIFICADO
083802;545;DESCLASSIFICADO
078165;545;DESCLASSIFICADO
044882;545;DESCLASSIFICADO
044850;545;DESCLASSIFICADO
039181;545;DESCLASSIFICADO
033512;545;DESCLASSIFICADO
022206;545;DESCLASSIFICADO
016505;545;DESCLASSIFICADO
096031;541;DESCLASSIFICADO
094141;541;DESCLASSIFICADO
094012;541;DESCLASSIFICADO
093803;541;DESCLASSIFICADO
087891;541;DESCLASSIFICADO
086433;541;DESCLASSIFICADO
086224;541;DESCLASSIFICADO
085981;541;DESCLASSIFICADO
085876;541;DESCLASSIFICADO
084543;541;DESCLASSIFICADO
084205;541;DESCLASSIFICADO
083962;541;DESCLASSIFICADO
078536;541;DESCLASSIFICADO
078293;541;DESCLASSIFICADO
078188;541;DESCLASSIFICADO
076835;541;DESCLASSIFICADO
076383;541;DESCLASSIFICADO
074946;541;DESCLASSIFICADO
074817;541;DESCLASSIFICADO
074365;541;DESCLASSIFICADO
062260;541;DESCLASSIFICADO
050922;541;DESCLASSIFICADO
045253;541;DESCLASSIFICADO
039341;541;DESCLASSIFICADO
039236;541;DESCLASSIFICADO
033915;541;DESCLASSIFICADO
033672;541;DESCLASSIFICADO
033567;541;DESCLASSIFICADO
028003;541;DESCLASSIFICADO
027898;541;DESCLASSIFICADO
078133;539;DESCLASSIFICADO
076223;539;DESCLASSIFICADO
074205;539;DESCLASSIFICADO
027843;539;DESCLASSIFICADO
022174;539;DESCLASSIFICADO
072851;536;DESCLASSIFICADO
010492;536;DESCLASSIFICADO
004823;536;DESCLASSIFICADO
097732;535;DESCLASSIFICADO
096160;535;DESCLASSIFICADO
095822;535;DESCLASSIFICADO
088134;535;DESCLASSIFICADO
086562;535;DESCLASSIFICADO
084414;535;DESCLASSIFICADO
076964;535;DESCLASSIFICADO
076626;535;DESCLASSIFICADO
074608;535;DESCLASSIFICADO
072683;535;DESCLASSIFICADO
067014;535;DESCLASSIFICADO
056591;535;DESCLASSIFICADO
039584;535;DESCLASSIFICADO
027331;535;DESCLASSIFICADO
015993;535;DESCLASSIFICADO
097674;534;DESCLASSIFICADO
096102;534;DESCLASSIFICADO
095973;534;DESCLASSIFICADO
095764;534;DESCLASSIFICADO
094547;534;DESCLASSIFICADO
094336;534;DESCLASSIFICADO
094083;534;DESCLASSIFICADO
093954;534;DESCLASSIFICADO
093745;534;DESCLASSIFICADO
088076;534;DESCLASSIFICADO
087868;534;DESCLASSIFICADO
086504;534;DESCLASSIFICADO
086375;534;DESCLASSIFICADO
086166;534;DESCLASSIFICADO
084738;534;DESCLASSIFICADO
084485;534;DESCLASSIFICADO
084356;534;DESCLASSIFICADO
084147;534;DESCLASSIFICADO
083939;534;DESCLASSIFICADO
078478;534;DESCLASSIFICADO
078270;534;DESCLASSIFICADO
076906;534;DESCLASSIFICADO
076777;534;DESCLASSIFICADO
076568;534;DESCLASSIFICADO
074888;534;DESCLASSIFICADO
074759;534;DESCLASSIFICADO
074550;534;DESCLASSIFICADO
072835;534;DESCLASSIFICADO
056533;534;DESCLASSIFICADO
050864;534;DESCLASSIFICADO
050656;534;DESCLASSIFICADO
045195;534;DESCLASSIFICADO
044987;534;DESCLASSIFICADO
039526;534;DESCLASSIFICADO
039318;534;DESCLASSIFICADO
039107;534;DESCLASSIFICADO
033857;534;DESCLASSIFICADO
033649;534;DESCLASSIFICADO
033438;534;DESCLASSIFICADO
033152;534;DESCLASSIFICADO
028188;534;DESCLASSIFICADO
027980;534;DESCLASSIFICADO
027769;534;DESCLASSIFICADO
027483;534;DESCLASSIFICADO
021814;534;DESCLASSIFICADO
016431;534;DESCLASSIFICADO
016145;534;DESCLASSIFICADO
010476;534;DESCLASSIFICADO
004807;534;DESCLASSIFICADO
076255;533;DESCLASSIFICADO
074237;533;DESCLASSIFICADO
072917;533;DESCLASSIFICADO
039213;533;DESCLASSIFICADO
033544;533;DESCLASSIFICADO
027875;533;DESCLASSIFICADO
021896;533;DESCLASSIFICADO
021778;533;DESCLASSIFICADO
016227;533;DESCLASSIFICADO
016109;533;DESCLASSIFICADO
010558;533;DESCLASSIFICADO
010440;533;DESCLASSIFICADO
004771;533;DESCLASSIFICADO
094465;529;DESCLASSIFICADO
083857;529;DESCLASSIFICADO
076278;529;DESCLASSIFICADO
074260;529;DESCLASSIFICADO
050574;529;DESCLASSIFICADO
044905;529;DESCLASSIFICADO
022229;529;DESCLASSIFICADO
021662;529;DESCLASSIFICADO
010324;529;DESCLASSIFICADO
004655;529;DESCLASSIFICADO
095867;528;DESCLASSIFICADO
086269;528;DESCLASSIFICADO
078581;528;DESCLASSIFICADO
078059;528;DESCLASSIFICADO
076149;528;DESCLASSIFICADO
074131;528;DESCLASSIFICADO
072631;528;DESCLASSIFICADO
062305;528;DESCLASSIFICADO
056636;528;DESCLASSIFICADO
050967;528;DESCLASSIFICADO
045298;528;DESCLASSIFICADO
044776;528;DESCLASSIFICADO
039629;528;DESCLASSIFICADO
027279;528;DESCLASSIFICADO
022100;528;DESCLASSIFICADO
021610;528;DESCLASSIFICADO
015941;528;DESCLASSIFICADO
004603;528;DESCLASSIFICADO
094539;527;DESCLASSIFICADO
094315;527;DESCLASSIFICADO
087860;527;DESCLASSIFICADO
085950;527;DESCLASSIFICADO
084717;527;DESCLASSIFICADO
083931;527;DESCLASSIFICADO
078262;527;DESCLASSIFICADO
078038;527;DESCLASSIFICADO
076352;527;DESCLASSIFICADO
076128;527;DESCLASSIFICADO
074110;527;DESCLASSIFICADO
050648;527;DESCLASSIFICADO
039310;527;DESCLASSIFICADO
039086;527;DESCLASSIFICADO
038903;527;DESCLASSIFICADO
033641;527;DESCLASSIFICADO
033417;527;DESCLASSIFICADO
033234;527;DESCLASSIFICADO
027972;527;DESCLASSIFICADO
027748;527;DESCLASSIFICADO
027565;527;DESCLASSIFICADO
022303;527;DESCLASSIFICADO
022079;527;DESCLASSIFICADO
016410;527;DESCLASSIFICADO
076116;522;DESCLASSIFICADO
072728;522;DESCLASSIFICADO
067059;522;DESCLASSIFICADO
044743;522;DESCLASSIFICADO
027376;522;DESCLASSIFICADO
021707;522;DESCLASSIFICADO
016038;522;DESCLASSIFICADO
010369;522;DESCLASSIFICADO
004700;522;DESCLASSIFICADO
095872;521;DESCLASSIFICADO
094214;521;DESCLASSIFICADO
093853;521;DESCLASSIFICADO
084255;521;DESCLASSIFICADO
084030;521;DESCLASSIFICADO
078586;521;DESCLASSIFICADO
078361;521;DESCLASSIFICADO
074658;521;DESCLASSIFICADO
072786;521;DESCLASSIFICADO
072746;521;DESCLASSIFICADO
072622;521;DESCLASSIFICADO
067077;521;DESCLASSIFICADO
066953;521;DESCLASSIFICADO
056416;521;DESCLASSIFICADO
045303;521;DESCLASSIFICADO
045078;521;DESCLASSIFICADO
044755;521;DESCLASSIFICADO
039634;521;DESCLASSIFICADO
038985;521;DESCLASSIFICADO
033965;521;DESCLASSIFICADO
033740;521;DESCLASSIFICADO
033063;521;DESCLASSIFICADO
028071;521;DESCLASSIFICADO
027434;521;DESCLASSIFICADO
027394;521;DESCLASSIFICADO
021978;521;DESCLASSIFICADO
021765;521;DESCLASSIFICADO
021725;521;DESCLASSIFICADO
016309;521;DESCLASSIFICADO
004758;521;DESCLASSIFICADO
004594;521;DESCLASSIFICADO
097777;516;DESCLASSIFICADO
093848;516;DESCLASSIFICADO
088179;516;DESCLASSIFICADO
084250;516;DESCLASSIFICADO
076671;516;DESCLASSIFICADO
074653;516;DESCLASSIFICADO
066962;516;DESCLASSIFICADO
033960;516;DESCLASSIFICADO
010272;516;DESCLASSIFICADO
097782;515;DESCLASSIFICADO
095940;515;DESCLASSIFICADO
094638;515;DESCLASSIFICADO
093921;515;DESCLASSIFICADO
093894;515;DESCLASSIFICADO
088225;515;DESCLASSIFICADO
088184;515;DESCLASSIFICADO
087959;515;DESCLASSIFICADO
086274;515;DESCLASSIFICADO
086049;515;DESCLASSIFICADO
084616;515;DESCLASSIFICADO
084296;515;DESCLASSIFICADO
076744;515;DESCLASSIFICADO
076717;515;DESCLASSIFICADO
076676;515;DESCLASSIFICADO
076451;515;DESCLASSIFICADO
076027;515;DESCLASSIFICADO
074699;515;DESCLASSIFICADO
074433;515;DESCLASSIFICADO
074009;515;DESCLASSIFICADO
062310;515;DESCLASSIFICADO
056641;515;DESCLASSIFICADO
050972;515;DESCLASSIFICADO
050747;515;DESCLASSIFICADO
045344;515;DESCLASSIFICADO
039409;515;DESCLASSIFICADO
034006;515;DESCLASSIFICADO
033316;515;DESCLASSIFICADO
027647;515;DESCLASSIFICADO
027270;515;DESCLASSIFICADO
021601;515;DESCLASSIFICADO
015932;515;DESCLASSIFICADO
010640;515;DESCLASSIFICADO
010263;515;DESCLASSIFICADO
083801;514;DESCLASSIFICADO
076222;514;DESCLASSIFICADO
044849;514;DESCLASSIFICADO
039180;514;DESCLASSIFICADO
027842;514;DESCLASSIFICADO
022173;514;DESCLASSIFICADO
033202;510;DESCLASSIFICADO
016195;510;DESCLASSIFICADO
094383;509;DESCLASSIFICADO
087809;509;DESCLASSIFICADO
083880;509;DESCLASSIFICADO
074178;509;DESCLASSIFICADO
050597;509;DESCLASSIFICADO
044823;509;DESCLASSIFICADO
039259;509;DESCLASSIFICADO
033590;509;DESCLASSIFICADO
033485;509;DESCLASSIFICADO
033103;509;DESCLASSIFICADO
027921;509;DESCLASSIFICADO
027816;509;DESCLASSIFICADO
022252;509;DESCLASSIFICADO
022147;509;DESCLASSIFICADO
016478;509;DESCLASSIFICADO
016096;509;DESCLASSIFICADO
016056;509;DESCLASSIFICADO
010427;509;DESCLASSIFICADO
010387;509;DESCLASSIFICADO
004718;509;DESCLASSIFICADO
094330;508;DESCLASSIFICADO
078129;508;DESCLASSIFICADO
078053;508;DESCLASSIFICADO
076219;508;DESCLASSIFICADO
072759;508;DESCLASSIFICADO
067090;508;DESCLASSIFICADO
044846;508;DESCLASSIFICADO
039177;508;DESCLASSIFICADO
039101;508;DESCLASSIFICADO
033508;508;DESCLASSIFICADO
033432;508;DESCLASSIFICADO
033076;508;DESCLASSIFICADO
027839;508;DESCLASSIFICADO
027407;508;DESCLASSIFICADO
016501;508;DESCLASSIFICADO
016425;508;DESCLASSIFICADO
010400;508;DESCLASSIFICADO
072885;504;DESCLASSIFICADO
027533;504;DESCLASSIFICADO
021864;504;DESCLASSIFICADO
010526;504;DESCLASSIFICADO
097823;503;DESCLASSIFICADO
097797;503;DESCLASSIFICADO
095913;503;DESCLASSIFICADO
095887;503;DESCLASSIFICADO
094488;503;DESCLASSIFICADO
093868;503;DESCLASSIFICADO
088199;503;DESCLASSIFICADO
086342;503;DESCLASSIFICADO
086315;503;DESCLASSIFICADO
086289;503;DESCLASSIFICADO
085899;503;DESCLASSIFICADO
084323;503;DESCLASSIFICADO
084270;503;DESCLASSIFICADO
078627;503;DESCLASSIFICADO
078601;503;DESCLASSIFICADO
078211;503;DESCLASSIFICADO
076691;503;DESCLASSIFICADO
076301;503;DESCLASSIFICADO
074726;503;DESCLASSIFICADO
074673;503;DESCLASSIFICADO
074283;503;DESCLASSIFICADO
062351;503;DESCLASSIFICADO
062325;503;DESCLASSIFICADO
056682;503;DESCLASSIFICADO
056656;503;DESCLASSIFICADO
051013;503;DESCLASSIFICADO
050987;503;DESCLASSIFICADO
045318;503;DESCLASSIFICADO
044928;503;DESCLASSIFICADO
039675;503;DESCLASSIFICADO
039649;503;DESCLASSIFICADO
038943;503;DESCLASSIFICADO
033980;503;DESCLASSIFICADO
027605;503;DESCLASSIFICADO
016267;503;DESCLASSIFICADO
010598;503;DESCLASSIFICADO
094409;502;DESCLASSIFICADO
085820;502;DESCLASSIFICADO
078132;502;DESCLASSIFICADO
078124;502;DESCLASSIFICADO
076214;502;DESCLASSIFICADO
074204;502;DESCLASSIFICADO
039172;502;DESCLASSIFICADO
033511;502;DESCLASSIFICADO
022165;502;DESCLASSIFICADO
016504;502;DESCLASSIFICADO
016496;502;DESCLASSIFICADO
096081;497;DESCLASSIFICADO
095743;497;DESCLASSIFICADO
093933;497;DESCLASSIFICADO
093724;497;DESCLASSIFICADO
084335;497;DESCLASSIFICADO
084126;497;DESCLASSIFICADO
078457;497;DESCLASSIFICADO
076547;497;DESCLASSIFICADO
074738;497;DESCLASSIFICADO
074529;497;DESCLASSIFICADO
074334;497;DESCLASSIFICADO
056512;497;DESCLASSIFICADO
045174;497;DESCLASSIFICADO
044979;497;DESCLASSIFICADO
094401;496;DESCLASSIFICADO
094280;496;DESCLASSIFICADO
085812;496;DESCLASSIFICADO
084732;496;DESCLASSIFICADO
083793;496;DESCLASSIFICADO
076143;496;DESCLASSIFICADO
074196;496;DESCLASSIFICADO
074125;496;DESCLASSIFICADO
072944;496;DESCLASSIFICADO
044841;496;DESCLASSIFICADO
044770;496;DESCLASSIFICADO
038930;496;DESCLASSIFICADO
033503;496;DESCLASSIFICADO
033382;496;DESCLASSIFICADO
033283;496;DESCLASSIFICADO
033261;496;DESCLASSIFICADO
027834;496;DESCLASSIFICADO
027763;496;DESCLASSIFICADO
027713;496;DESCLASSIFICADO
027592;496;DESCLASSIFICADO
022094;496;DESCLASSIFICADO
022044;496;DESCLASSIFICADO
021945;496;DESCLASSIFICADO
021923;496;DESCLASSIFICADO
021738;496;DESCLASSIFICADO
016375;496;DESCLASSIFICADO
016254;496;DESCLASSIFICADO
016069;496;DESCLASSIFICADO
010607;496;DESCLASSIFICADO
010585;496;DESCLASSIFICADO
004731;496;DESCLASSIFICADO
095952;491;DESCLASSIFICADO
094062;491;DESCLASSIFICADO
088055;491;DESCLASSIFICADO
087847;491;DESCLASSIFICADO
086483;491;DESCLASSIFICADO
086354;491;DESCLASSIFICADO
086145;491;DESCLASSIFICADO
084785;491;DESCLASSIFICADO
084464;491;DESCLASSIFICADO
078249;491;DESCLASSIFICADO
078106;491;DESCLASSIFICADO
076885;491;DESCLASSIFICADO
076756;491;DESCLASSIFICADO
076339;491;DESCLASSIFICADO
076196;491;DESCLASSIFICADO
074867;491;DESCLASSIFICADO
050843;491;DESCLASSIFICADO
050635;491;DESCLASSIFICADO
044966;491;DESCLASSIFICADO
039505;491;DESCLASSIFICADO
039154;491;DESCLASSIFICADO
033836;491;DESCLASSIFICADO
033628;491;DESCLASSIFICADO
033274;491;DESCLASSIFICADO
028167;491;DESCLASSIFICADO
022290;491;DESCLASSIFICADO
021936;491;DESCLASSIFICADO
094406;490;DESCLASSIFICADO
085817;490;DESCLASSIFICADO
083798;490;DESCLASSIFICADO
074201;490;DESCLASSIFICADO
067095;490;DESCLASSIFICADO
033081;490;DESCLASSIFICADO
027412;490;DESCLASSIFICADO
022170;490;DESCLASSIFICADO
021743;490;DESCLASSIFICADO
004736;490;DESCLASSIFICADO
094436;484;DESCLASSIFICADO
094340;484;DESCLASSIFICADO
085847;484;DESCLASSIFICADO
084682;484;DESCLASSIFICADO
083828;484;DESCLASSIFICADO
078285;484;DESCLASSIFICADO
078159;484;DESCLASSIFICADO
078003;484;DESCLASSIFICADO
076249;484;DESCLASSIFICADO
076153;484;DESCLASSIFICADO
076093;484;DESCLASSIFICADO
074357;484;DESCLASSIFICADO
074231;484;DESCLASSIFICADO
074075;484;DESCLASSIFICADO
045002;484;DESCLASSIFICADO
044876;484;DESCLASSIFICADO
044780;484;DESCLASSIFICADO
039333;484;DESCLASSIFICADO
039207;484;DESCLASSIFICADO
039051;484;DESCLASSIFICADO
038952;484;DESCLASSIFICADO
038945;484;DESCLASSIFICADO
033664;484;DESCLASSIFICADO
033538;484;DESCLASSIFICADO
033442;484;DESCLASSIFICADO
033276;484;DESCLASSIFICADO
027869;484;DESCLASSIFICADO
027773;484;DESCLASSIFICADO
027614;484;DESCLASSIFICADO
027607;484;DESCLASSIFICADO
022326;484;DESCLASSIFICADO
022200;484;DESCLASSIFICADO
021938;484;DESCLASSIFICADO
016276;484;DESCLASSIFICADO
016269;484;DESCLASSIFICADO
010600;484;DESCLASSIFICADO
094428;483;DESCLASSIFICADO
085839;483;DESCLASSIFICADO
078151;483;DESCLASSIFICADO
072653;483;DESCLASSIFICADO
033530;483;DESCLASSIFICADO
027301;483;DESCLASSIFICADO
021632;483;DESCLASSIFICADO
087854;482;DESCLASSIFICADO
083925;482;DESCLASSIFICADO
078256;482;DESCLASSIFICADO
076346;482;DESCLASSIFICADO
074328;482;DESCLASSIFICADO
050642;482;DESCLASSIFICADO
044973;482;DESCLASSIFICADO
027966;482;DESCLASSIFICADO
022297;482;DESCLASSIFICADO
094526;479;DESCLASSIFICADO
085937;479;DESCLASSIFICADO
083918;479;DESCLASSIFICADO
074321;479;DESCLASSIFICADO
039297;479;DESCLASSIFICADO
027959;479;DESCLASSIFICADO
095670;478;DESCLASSIFICADO
094286;478;DESCLASSIFICADO
086072;478;DESCLASSIFICADO
084688;478;DESCLASSIFICADO
078009;478;DESCLASSIFICADO
076099;478;DESCLASSIFICADO
074456;478;DESCLASSIFICADO
074081;478;DESCLASSIFICADO
056439;478;DESCLASSIFICADO
045101;478;DESCLASSIFICADO
039057;478;DESCLASSIFICADO
033763;478;DESCLASSIFICADO
033388;478;DESCLASSIFICADO
027719;478;DESCLASSIFICADO
022050;478;DESCLASSIFICADO
016381;478;DESCLASSIFICADO
066984;477;DESCLASSIFICADO
015963;477;DESCLASSIFICADO
010294;477;DESCLASSIFICADO
004625;477;DESCLASSIFICADO
094562;472;DESCLASSIFICADO
094193;472;DESCLASSIFICADO
093651;472;DESCLASSIFICADO
087982;472;DESCLASSIFICADO
087883;472;DESCLASSIFICADO
085973;472;DESCLASSIFICADO
084742;472;DESCLASSIFICADO
084595;472;DESCLASSIFICADO
084053;472;DESCLASSIFICADO
083954;472;DESCLASSIFICADO
078384;472;DESCLASSIFICADO
078063;472;DESCLASSIFICADO
076474;472;DESCLASSIFICADO
076375;472;DESCLASSIFICADO
076006;472;DESCLASSIFICADO
074135;472;DESCLASSIFICADO
073988;472;DESCLASSIFICADO
072764;472;DESCLASSIFICADO
050770;472;DESCLASSIFICADO
050671;472;DESCLASSIFICADO
039432;472;DESCLASSIFICADO
039111;472;DESCLASSIFICADO
038964;472;DESCLASSIFICADO
033295;472;DESCLASSIFICADO
028094;472;DESCLASSIFICADO
027995;472;DESCLASSIFICADO
027626;472;DESCLASSIFICADO
022104;472;DESCLASSIFICADO
021957;472;DESCLASSIFICADO
016435;472;DESCLASSIFICADO
016288;472;DESCLASSIFICADO
016074;472;DESCLASSIFICADO
010619;472;DESCLASSIFICADO
010405;472;DESCLASSIFICADO
094533;470;DESCLASSIFICADO
085944;470;DESCLASSIFICADO
072889;470;DESCLASSIFICADO
072884;470;DESCLASSIFICADO
039304;470;DESCLASSIFICADO
033635;470;DESCLASSIFICADO
033201;470;DESCLASSIFICADO
027537;470;DESCLASSIFICADO
027532;470;DESCLASSIFICADO
021868;470;DESCLASSIFICADO
021863;470;DESCLASSIFICADO
016199;470;DESCLASSIFICADO
016194;470;DESCLASSIFICADO
010525;470;DESCLASSIFICADO
097720;465;DESCLASSIFICADO
096148;465;DESCLASSIFICADO
095810;465;DESCLASSIFICADO
088122;465;DESCLASSIFICADO
086550;465;DESCLASSIFICADO
086421;465;DESCLASSIFICADO
086212;465;DESCLASSIFICADO
084531;465;DESCLASSIFICADO
083820;465;DESCLASSIFICADO
078524;465;DESCLASSIFICADO
076823;465;DESCLASSIFICADO
076614;465;DESCLASSIFICADO
076241;465;DESCLASSIFICADO
074934;465;DESCLASSIFICADO
074805;465;DESCLASSIFICADO
074223;465;DESCLASSIFICADO
045241;465;DESCLASSIFICADO
044868;465;DESCLASSIFICADO
039199;465;DESCLASSIFICADO
027861;465;DESCLASSIFICADO
022192;465;DESCLASSIFICADO
074056;464;DESCLASSIFICADO
039032;464;DESCLASSIFICADO
033363;464;DESCLASSIFICADO
095983;463;DESCLASSIFICADO
093964;463;DESCLASSIFICADO
093755;463;DESCLASSIFICADO
086514;463;DESCLASSIFICADO
084495;463;DESCLASSIFICADO
084366;463;DESCLASSIFICADO
084157;463;DESCLASSIFICADO
076916;463;DESCLASSIFICADO
076578;463;DESCLASSIFICADO
074560;463;DESCLASSIFICADO
050874;463;DESCLASSIFICADO
096019;459;DESCLASSIFICADO
094129;459;DESCLASSIFICADO
094000;459;DESCLASSIFICADO
093791;459;DESCLASSIFICADO
084763;459;DESCLASSIFICADO
084402;459;DESCLASSIFICADO
084193;459;DESCLASSIFICADO
076952;459;DESCLASSIFICADO
076174;459;DESCLASSIFICADO
074596;459;DESCLASSIFICADO
056579;459;DESCLASSIFICADO
050910;459;DESCLASSIFICADO
039572;459;DESCLASSIFICADO
039132;459;DESCLASSIFICADO
033903;459;DESCLASSIFICADO
033463;459;DESCLASSIFICADO
094279;458;DESCLASSIFICADO
094238;458;DESCLASSIFICADO
084749;458;DESCLASSIFICADO
084640;458;DESCLASSIFICADO
078070;458;DESCLASSIFICADO
076160;458;DESCLASSIFICADO
076051;458;DESCLASSIFICADO
074033;458;DESCLASSIFICADO
044787;458;DESCLASSIFICADO
039009;458;DESCLASSIFICADO
033381;458;DESCLASSIFICADO
033340;458;DESCLASSIFICADO
027780;458;DESCLASSIFICADO
027671;458;DESCLASSIFICADO
022111;458;DESCLASSIFICADO
022043;458;DESCLASSIFICADO
022002;458;DESCLASSIFICADO
016374;458;DESCLASSIFICADO
016333;458;DESCLASSIFICADO
010664;458;DESCLASSIFICADO
097684;457;DESCLASSIFICADO
096112;457;DESCLASSIFICADO
095774;457;DESCLASSIFICADO
094629;457;DESCLASSIFICADO
094093;457;DESCLASSIFICADO
088086;457;DESCLASSIFICADO
086385;457;DESCLASSIFICADO
086176;457;DESCLASSIFICADO
086040;457;DESCLASSIFICADO
084021;457;DESCLASSIFICADO
078488;457;DESCLASSIFICADO
078352;457;DESCLASSIFICADO
076787;457;DESCLASSIFICADO
074898;457;DESCLASSIFICADO
074769;457;DESCLASSIFICADO
056543;457;DESCLASSIFICADO
050738;457;DESCLASSIFICADO
045205;457;DESCLASSIFICADO
039536;457;DESCLASSIFICADO
033867;457;DESCLASSIFICADO
028062;457;DESCLASSIFICADO
094259;455;DESCLASSIFICADO
084661;455;DESCLASSIFICADO
077982;455;DESCLASSIFICADO
076072;455;DESCLASSIFICADO
074054;455;DESCLASSIFICADO
039030;455;DESCLASSIFICADO
033361;455;DESCLASSIFICADO
027692;455;DESCLASSIFICADO
022023;455;DESCLASSIFICADO
016354;455;DESCLASSIFICADO
094261;452;DESCLASSIFICADO
084681;452;DESCLASSIFICADO
084663;452;DESCLASSIFICADO
078002;452;DESCLASSIFICADO
077984;452;DESCLASSIFICADO
076092;452;DESCLASSIFICADO
076074;452;DESCLASSIFICADO
074074;452;DESCLASSIFICADO
039050;452;DESCLASSIFICADO
027712;452;DESCLASSIFICADO
027694;452;DESCLASSIFICADO
022025;452;DESCLASSIFICADO
016356;452;DESCLASSIFICADO
087950;451;DESCLASSIFICADO
076442;451;DESCLASSIFICADO
074424;451;DESCLASSIFICADO
072948;451;DESCLASSIFICADO
056407;451;DESCLASSIFICADO
045069;451;DESCLASSIFICADO
039400;451;DESCLASSIFICADO
033731;451;DESCLASSIFICADO
027596;451;DESCLASSIFICADO
021927;451;DESCLASSIFICADO
010589;451;DESCLASSIFICADO
094361;447;DESCLASSIFICADO
078084;447;DESCLASSIFICADO
074156;447;DESCLASSIFICADO
044801;447;DESCLASSIFICADO
027794;447;DESCLASSIFICADO
022125;447;DESCLASSIFICADO
016456;447;DESCLASSIFICADO
094348;446;DESCLASSIFICADO
084750;446;DESCLASSIFICADO
074143;446;DESCLASSIFICADO
067051;446;DESCLASSIFICADO
067037;446;DESCLASSIFICADO
044788;446;DESCLASSIFICADO
033206;446;DESCLASSIFICADO
027354;446;DESCLASSIFICADO
022112;446;DESCLASSIFICADO
021699;446;DESCLASSIFICADO
010530;446;DESCLASSIFICADO
010347;446;DESCLASSIFICADO
004692;446;DESCLASSIFICADO
096169;445;DESCLASSIFICADO
096040;445;DESCLASSIFICADO
095702;445;DESCLASSIFICADO
094150;445;DESCLASSIFICADO
094021;445;DESCLASSIFICADO
093812;445;DESCLASSIFICADO
093683;445;DESCLASSIFICADO
088143;445;DESCLASSIFICADO
088014;445;DESCLASSIFICADO
086233;445;DESCLASSIFICADO
086104;445;DESCLASSIFICADO
084214;445;DESCLASSIFICADO
084085;445;DESCLASSIFICADO
074826;445;DESCLASSIFICADO
074488;445;DESCLASSIFICADO
062269;445;DESCLASSIFICADO
050931;445;DESCLASSIFICADO
045262;445;DESCLASSIFICADO
039593;445;DESCLASSIFICADO
039464;445;DESCLASSIFICADO
033795;445;DESCLASSIFICADO
028126;445;DESCLASSIFICADO
027580;445;DESCLASSIFICADO
010573;445;DESCLASSIFICADO
094347;440;DESCLASSIFICADO
078071;440;DESCLASSIFICADO
076161;440;DESCLASSIFICADO
074142;440;DESCLASSIFICADO
039119;440;DESCLASSIFICADO
039118;440;DESCLASSIFICADO
033450;440;DESCLASSIFICADO
033449;440;DESCLASSIFICADO
027781;440;DESCLASSIFICADO
016443;440;DESCLASSIFICADO
016442;440;DESCLASSIFICADO
078416;439;DESCLASSIFICADO
076506;439;DESCLASSIFICADO
056471;439;DESCLASSIFICADO
050802;439;DESCLASSIFICADO
045133;439;DESCLASSIFICADO
094550;434;DESCLASSIFICADO
085961;434;DESCLASSIFICADO
083942;434;DESCLASSIFICADO
078273;434;DESCLASSIFICADO
076363;434;DESCLASSIFICADO
072720;434;DESCLASSIFICADO
072706;434;DESCLASSIFICADO
050659;434;DESCLASSIFICADO
044990;434;DESCLASSIFICADO
